3.0 8 rx Norm 1010016230
10.0 8 rx Norm 1010016230
3.0 8 rx Norm 1010276230
10.0 8 rx Norm 1010276230
3.0 8 rx Norm 1010086230
10.0 8 rx Norm 1010086230
3.0 8 rx Norm 1010266230
10.0 8 rx Norm 1010266230
3.0 8 rx Norm 1010066230
10.0 8 rx Norm 1010066230
4.0 8 rx Norm 1010026184
9.0 8 rx Norm 1010026184
4.0 8 rx Norm 1010086284
9.0 8 rx Norm 1010086284
4.0 8 rx Norm 1010086384
9.0 8 rx Norm 1010086384
4.0 8 rx Norm 1010016194
11.0 8 rx Norm 1010016194
4.0 8 rx Norm 1010086194
11.0 8 rx Norm 1010086194
4.0 8 rx Norm 1010016040
12.0 8 rx Norm 1010016040
4.0 8 rx Norm 1010086040
12.0 8 rx Norm 1010086040
4.0 8 rx Norm 1010066040
12.0 8 rx Norm 1010066040
4.0 8 rx Norm 1010016240
13.0 8 rx Norm 1010016240
4.0 8 rx Norm 1010086240
13.0 8 rx Norm 1010086240
4.0 8 rx Norm 1010066240
13.0 8 rx Norm 1010066240
4.0 8 rx Norm 1010016340
16.0 8 rx Norm 1010016340
4.0 8 rx Norm 1010276340
16.0 8 rx Norm 1010276340
4.0 8 rx Norm 1010176340
16.0 8 rx Norm 1010176340
4.0 8 rx Norm 1010086340
16.0 8 rx Norm 1010086340
4.0 8 rx Norm 1010256340
16.0 8 rx Norm 1010256340
4.0 8 rx Norm 1010156340
16.0 8 rx Norm 1010156340
4.0 8 rx Norm 1010066340
16.0 8 rx Norm 1010066340
5.0 8 rx Norm 1010026185
11.0 8 rx Norm 1010026185
5.0 8 rx Norm 1010086285
11.0 8 rx Norm 1010086285
5.0 8 rx Norm 1010086385
11.0 8 rx Norm 1010086385
5.0 8 rx Norm 1010016195
13.0 8 rx Norm 1010016195
5.0 8 rx Norm 1010086195
13.0 8 rx Norm 1010086195
5.0 8 rx Exp 1050016250
16.0 8 rx Exp 1050016250
5.0 8 rx Exp 1050086250
16.0 8 rx Exp 1050086250
5.0 8 rx Exp 1050066250
16.0 8 rx Exp 1050066250
5.0 8 rx Exp 1050016350
19.0 10 rx Exp 1050016350
5.0 8 rx Exp 1050276350
19.0 10 rx Exp 1050276350
5.0 8 rx Exp 1050176350
19.0 10 rx Exp 1050176350
5.0 8 rx Exp 1050076350
19.0 10 rx Exp 1050076350
5.0 8 rx Exp 1050256350
19.0 10 rx Exp 1050256350
5.0 8 rx Exp 1050156350
19.0 10 rx Exp 1050156350
5.0 8 rx Exp 1050056350
19.0 10 rx Exp 1050056350
6.0 8 rx Norm 1010026186
13.0 8 rx Norm 1010026186
6.0 8 rx Norm 1010086286
13.0 8 rx Norm 1010086286
6.0 8 rx Norm 1010016196
15.0 8 rx Norm 1010016196
6.0 8 rx Norm 1010086196
15.0 8 rx Norm 1010086196
6.0 8 rx Exp 1050016260
19.0 10 rx Exp 1050016260
6.0 8 rx Exp 1050226260
19.0 10 rx Exp 1050226260
6.0 8 rx Exp 1050186260
19.0 10 rx Exp 1050186260
6.0 8 rx Exp 1050076260
19.0 10 rx Exp 1050076260
6.0 8 rx Exp 1050216260
19.0 10 rx Exp 1050216260
6.0 8 rx Exp 1050166260
19.0 10 rx Exp 1050166260
6.0 8 rx Exp 1050056260
19.0 10 rx Exp 1050056260
6.35 8 rx Norm 1070110004
19.05 10 rx Norm 1070110004
6.35 8 rx Norm 1070070004
19.05 10 rx Norm 1070070004
7.0 8 rx Norm 1010026187
14.0 8 rx Norm 1010026187
7.0 8 rx Norm 1010086287
14.0 8 rx Norm 1010086287
7.0 8 rx Norm 1010016197
17.0 8 rx Norm 1010016197
7.0 8 rx Norm 1010086197
17.0 8 rx Norm 1010086197
7.0 8 rx Exp 1050016070
19.0 10 rx Exp 1050016070
7.0 8 rx Exp 1050226070
19.0 10 rx Exp 1050226070
7.0 8 rx Exp 1050186070
19.0 10 rx Exp 1050186070
7.0 8 rx Exp 1050076070
19.0 10 rx Exp 1050076070
7.0 8 rx Exp 1050216070
19.0 10 rx Exp 1050216070
7.0 8 rx Exp 1050166070
19.0 10 rx Exp 1050166070
7.0 8 rx Exp 1050056070
19.0 10 rx Exp 1050056070
7.0 8 rx Exp 1050016270
22.0 10 rx Exp 1050016270
7.0 8 rx Exp 1050226270
22.0 10 rx Exp 1050226270
7.0 8 rx Exp 1050186270
22.0 10 rx Exp 1050186270
7.0 8 rx Exp 1050076270
22.0 10 rx Exp 1050076270
7.0 8 rx Exp 1050216270
22.0 10 rx Exp 1050216270
7.0 8 rx Exp 1050166270
22.0 10 rx Exp 1050166270
7.0 8 rx Exp 1050056270
22.0 10 rx Exp 1050056270
8.0 8 rx Norm 1010026188
16.0 8 rx Norm 1010026188
8.0 8 rx Norm 1010286288
16.0 8 rx Norm 1010286288
8.0 8 rx Norm 1010076288
16.0 8 rx Norm 1010076288
8.0 8 rx Norm 1010086388
16.0 8 rx Norm 1010086388
8.0 8 rx Norm 1010016198
19.0 10 rx Norm 1010016198
8.0 8 rx Norm 1010286198
19.0 10 rx Norm 1010286198
8.0 8 rx Norm 1010086198
19.0 10 rx Norm 1010086198
8.0 8 rx Exp 1050076078
19.0 10 rx Exp 1050076078
8.0 8 rx Exp 1050056078
19.0 10 rx Exp 1050056078
8.0 8 rx Exp 1050016080
22.0 10 rx Exp 1050016080
8.0 8 rx Exp 1050226080
22.0 10 rx Exp 1050226080
8.0 8 rx Exp 1050186080
22.0 10 rx Exp 1050186080
8.0 8 rx Exp 1050076080
22.0 10 rx Exp 1050076080
8.0 8 rx Exp 1050076081
22.0 10 rx Exp 1050076081
8.0 8 rx Exp 1050216080
22.0 10 rx Exp 1050216080
8.0 8 rx Exp 1050166080
22.0 10 rx Exp 1050166080
8.0 8 rx Exp 1050056080
22.0 10 rx Exp 1050056080
8.0 8 rx Norm 1010276308
22.0 10 rx Norm 1010276308
8.0 8 rx Exp 1050016280
24.0 10 rx Exp 1050016280
8.0 8 rx Exp 1050276280
24.0 10 rx Exp 1050276280
8.0 8 rx Exp 1050176280
24.0 10 rx Exp 1050176280
8.0 8 rx Exp 1050076280
24.0 10 rx Exp 1050076280
8.0 8 rx Exp 1050256280
24.0 10 rx Exp 1050256280
8.0 8 rx Exp 1050156280
24.0 10 rx Exp 1050156280
8.0 8 rx Exp 1050056280
24.0 10 rx Exp 1050056280
8.0 8 rx Norm 1010176380
28.0 10 rx Norm 1010176380
8.0 8 rx Norm 1010156380
28.0 10 rx Norm 1010156380
9.0 8 rx Norm 1010026189
17.0 8 rx Norm 1010026189
9.0 8 rx Norm 1010286289
17.0 8 rx Norm 1010286289
9.0 8 rx Norm 1010086289
17.0 8 rx Norm 1010086289
9.0 8 rx Norm 1010066289
17.0 8 rx Norm 1010066289
9.0 8 rx Norm 1010016199
20.0 10 rx Norm 1010016199
9.0 8 rx Norm 1010086199
20.0 10 rx Norm 1010086199
9.0 8 rx Exp 1050016090
24.0 10 rx Exp 1050016090
9.0 8 rx Exp 1050226090
24.0 10 rx Exp 1050226090
9.0 8 rx Exp 1050186090
24.0 10 rx Exp 1050186090
9.0 8 rx Exp 1050076090
24.0 10 rx Exp 1050076090
9.0 8 rx Exp 1050216090
24.0 10 rx Exp 1050216090
9.0 8 rx Exp 1050166090
24.0 10 rx Exp 1050166090
9.0 8 rx Exp 1050056090
24.0 10 rx Exp 1050056090
9.0 8 rx Exp 1050016290
26.0 10 rx Exp 1050016290
9.0 8 rx Exp 1050226290
26.0 10 rx Exp 1050226290
9.0 8 rx Exp 1050186290
26.0 10 rx Exp 1050186290
9.0 8 rx Exp 1050076290
26.0 10 rx Exp 1050076290
9.0 8 rx Exp 1050216290
26.0 10 rx Exp 1050216290
9.0 8 rx Exp 1050166290
26.0 10 rx Exp 1050166290
9.0 8 rx Exp 1050056290
26.0 10 rx Exp 1050056290
9.525 8 rx Norm 1070110006
22.225 10 rx Norm 1070110006
9.525 8 rx Norm 1070070006
22.225 10 rx Norm 1070070006
10.0 8 rx Norm 1010021800
19.0 10 rx Norm 1010021800
10.0 8 rx Norm 1010281800
19.0 10 rx Norm 1010281800
10.0 8 rx Norm 1010081800
19.0 10 rx Norm 1010081800
10.0 8 rx Norm 1010011900
22.0 10 rx Norm 1010011900
10.0 8 rx Norm 1010281900
22.0 10 rx Norm 1010281900
10.0 8 rx Norm 1010081900
22.0 10 rx Norm 1010081900
10.0 8 rx Exp 1050010000
26.0 10 rx Exp 1050010000
10.0 8 rx Exp 1050240000
26.0 10 rx Exp 1050240000
10.0 8 rx Exp 1050200000
26.0 10 rx Exp 1050200000
10.0 8 rx Exp 1050070000
26.0 10 rx Exp 1050070000
10.0 8 rx Exp 1050230000
26.0 10 rx Exp 1050230000
10.0 8 rx Exp 1050190000
26.0 10 rx Exp 1050190000
10.0 8 rx Exp 1050050000
26.0 10 rx Exp 1050050000
10.0 8 rx Norm 1010273000
26.0 10 rx Norm 1010273000
10.0 8 rx Norm 1010016100
28.0 10 rx Norm 1010016100
10.0 8 rx Norm 1010076100
28.0 10 rx Norm 1010076100
10.0 8 rx Exp 1050010200
30.0 10 rx Exp 1050010200
10.0 8 rx Exp 1050240200
30.0 10 rx Exp 1050240200
10.0 8 rx Exp 1050200200
30.0 10 rx Exp 1050200200
10.0 8 rx Exp 1050070200
30.0 10 rx Exp 1050070200
10.0 8 rx Exp 1050230200
30.0 10 rx Exp 1050230200
10.0 8 rx Exp 1050190200
30.0 10 rx Exp 1050190200
10.0 8 rx Exp 1050050200
30.0 10 rx Exp 1050050200
10.0 8 rx Norm 1010272200
30.0 10 rx Norm 1010272200
10.0 8 rx Exp 1050010300
35.0 12 rx Exp 1050010300
10.0 8 rx Exp 1050240300
35.0 12 rx Exp 1050240300
10.0 8 rx Exp 1050200300
35.0 12 rx Exp 1050200300
10.0 8 rx Exp 1050070300
35.0 12 rx Exp 1050070300
10.0 8 rx Exp 1050230300
35.0 12 rx Exp 1050230300
10.0 8 rx Exp 1050190300
35.0 12 rx Exp 1050190300
10.0 8 rx Exp 1050050300
35.0 12 rx Exp 1050050300
10.0 8 rx Norm 1010272300
35.0 12 rx Norm 1010272300
12.0 8 rx Norm 1010021801
21.0 10 rx Norm 1010021801
12.0 8 rx Norm 1010281801
21.0 10 rx Norm 1010281801
12.0 8 rx Norm 1010081801
21.0 10 rx Norm 1010081801
12.0 8 rx Norm 1010011901
24.0 10 rx Norm 1010011901
12.0 8 rx Norm 1010271901
24.0 10 rx Norm 1010271901
12.0 8 rx Norm 1010081901
24.0 10 rx Norm 1010081901
12.0 8 rx Exp 1050010001
28.0 10 rx Exp 1050010001
12.0 8 rx Exp 1050240001
28.0 10 rx Exp 1050240001
12.0 8 rx Exp 1050200001
28.0 10 rx Exp 1050200001
12.0 8 rx Exp 1050070001
28.0 10 rx Exp 1050070001
12.0 8 rx Exp 1050230001
28.0 10 rx Exp 1050230001
12.0 8 rx Exp 1050190001
28.0 10 rx Exp 1050190001
12.0 8 rx Exp 1050050001
28.0 10 rx Exp 1050050001
12.0 8 rx Norm 1010273001
28.0 10 rx Norm 1010273001
12.0 8 rx Norm 1010011010
30.0 10 rx Norm 1010011010
12.0 8 rx Norm 1010276101
30.0 10 rx Norm 1010276101
12.0 8 rx Norm 1010076101
30.0 10 rx Norm 1010076101
12.0 8 rx Exp 1050010201
32.0 12 rx Exp 1050010201
12.0 8 rx Exp 1050240201
32.0 12 rx Exp 1050240201
12.0 8 rx Exp 1050200201
32.0 12 rx Exp 1050200201
12.0 8 rx Exp 1050070201
32.0 12 rx Exp 1050070201
12.0 8 rx Exp 1050230201
32.0 12 rx Exp 1050230201
12.0 8 rx Exp 1050190201
32.0 12 rx Exp 1050190201
12.0 8 rx Exp 1050050201
32.0 12 rx Exp 1050050201
12.0 8 rx Norm 1010272201
32.0 12 rx Norm 1010272201
12.0 8 rx Exp 1050010301
37.0 12 rx Exp 1050010301
12.0 8 rx Exp 1050240301
37.0 12 rx Exp 1050240301
12.0 8 rx Exp 1050200301
37.0 12 rx Exp 1050200301
12.0 8 rx Norm 1010070301
37.0 12 rx Norm 1010070301
12.0 8 rx Exp 1050230301
37.0 12 rx Exp 1050230301
12.0 8 rx Exp 1050190301
37.0 12 rx Exp 1050190301
12.0 8 rx Norm 1010050301
37.0 12 rx Norm 1010050301
12.0 8 rx Norm 1010272301
37.0 12 rx Norm 1010272301
12.7 8 rx Norm 1070020008
28.575 10 rx Norm 1070020008
12.7 8 rx Norm 1070070008
28.575 10 rx Norm 1070070008
12.7 8 rx Norm 1070011008
33.337 12 rx Norm 1070011008
12.7 8 rx Norm 1070271070
33.337 12 rx Norm 1070271070
12.7 8 rx Norm 1070071008
33.337 12 rx Norm 1070071008
15.0 8 rx Norm 1010021802
24.0 10 rx Norm 1010021802
15.0 8 rx Norm 1010281802
24.0 10 rx Norm 1010281802
15.0 8 rx Norm 1010081802
24.0 10 rx Norm 1010081802
15.0 8 rx Norm 1010011902
28.0 10 rx Norm 1010011902
15.0 8 rx Norm 1010281902
28.0 10 rx Norm 1010281902
15.0 8 rx Norm 1010171902
28.0 10 rx Norm 1010171902
15.0 8 rx Norm 1010081902
28.0 10 rx Norm 1010081902
15.0 8 rx Exp 1050016002
32.0 12 rx Exp 1050016002
15.0 8 rx Norm 1010076002
32.0 12 rx Norm 1010076002
15.0 8 rx Norm 1010056002
32.0 12 rx Norm 1010056002
15.0 8 rx Exp 1050010002
32.0 12 rx Exp 1050010002
15.0 8 rx Exp 1050240002
32.0 12 rx Exp 1050240002
15.0 8 rx Exp 1050200002
32.0 12 rx Exp 1050200002
